Gene ID,GSM7587683,GSM7587684,GSM7587685,GSM7587686,GSM7587687,GSM7587688,GSM7587689,GSM7587690,GSM7587691,GSM7587692,GSM7587693,GSM7587694,GSM7587695,GSM7587696,GSM7587697,GSM7587698,GSM7587699,GSM7587700,GSM7587701,GSM7587702,GSM7587703,GSM7587704,GSM7587705,GSM7587706,GSM7587707,GSM7587708,GSM7587709,GSM7587710,GSM7587711,GSM7587712,GSM7587713,GSM7587714,GSM7587715,GSM7587716
CD28,8.625299986,8.07861744,9.576149182,9.422350145,7.277132586,8.679706161,9.693600468,8.829077887,9.533534459,9.085649866,7.629044786,8.092597734,9.355249132,7.982626181,8.717993832,9.183907993,9.239860752,9.48421532,8.586070347,9.49094707,9.529835387,9.076354983,9.778805912,10.21643805,9.363576679,7.351101554,8.945340672,7.990651315,9.27435143,8.290257192,9.479568925,9.669124148,9.622231662,9.509582889
CD33,5.587545065,6.257587582,6.595336202,6.81715316,5.399388337,6.150453092,5.217451455,6.585806736,5.843218959,5.667962789,5.216263261,5.982973243,6.103109367,5.890703691,6.333329981,5.805919939,6.40647454,6.537196612,6.360128859,5.593334288,6.310666866,6.895981032,6.128306449,7.172417635,7.21041989,6.201354435,5.787610968,6.65095894,6.227045716,7.359650527,6.601615877,6.570868026,6.819088991,6.4506892
CD34,7.413515665,8.24030959,7.318157614,7.829327874,6.64731585,7.036796311,8.13662038,7.494658848,6.488124,7.114478519,6.860119451,7.248115312,6.921869052,6.620056101,7.430191521,6.832886987,8.113427565,7.924219735,7.685369687,7.975043611,7.730205758,8.754426888,8.228766631,8.641902919,8.193002837,7.869057366,7.673954186,8.558700432,8.196672067,7.915087076,8.609269449,7.442543929,7.855430838,8.850619807
CD36,9.833169792,10.64203216,10.02894709,10.79482117,9.532787462,10.09332299,10.35936208,10.13851504,9.549699279,10.80128132,10.50258999,10.40864926,9.438995919,10.35873817,10.92495621,10.35877025,9.592030193,9.606594737,9.867012073,9.656106937,9.352873426,11.38992998,9.830878754,8.988553443,9.664595784,9.720990687,10.22400705,10.54931285,10.19359923,10.24350893,10.02430695,9.61990552,9.02455811,10.15523332
CD37,8.880772847,8.526335639,9.132601961,9.599846028,7.031656552,9.534419146,9.979173148,9.079621349,10.02330894,9.187830261,8.822113128,9.245480252,9.927537802,8.555665514,10.51213313,10.1141731,10.83602487,11.16487079,10.4436846,10.52861269,11.38427291,9.71484688,10.60279241,11.29711338,10.41456061,9.015135626,10.53111941,8.793675983,10.0800433,10.60042868,10.07907275,10.93514241,11.27450009,11.22620804
CD38,10.177962,9.19080049,9.348049988,9.011325708,8.469777664,10.5531422,10.06775852,9.95123647,10.64588219,9.796437346,9.049153275,9.777617114,10.14385571,9.81770186,10.2913993,10.43994326,9.996144043,10.09414474,9.634861786,10.24934654,10.44509319,9.505453228,10.29977197,10.38553224,10.27115905,9.254827848,9.668029352,9.170629981,9.648830047,9.359650527,9.254041345,10.10771456,10.01173407,8.990422447
CD3D,10.96731723,10.62748607,11.94859063,12.13510225,10.38009917,11.59138516,12.06743789,11.76551276,12.21192382,11.59219311,10.52642158,10.83307781,12.19233913,11.35272156,12.24655185,11.89777942,11.042957,11.70094304,11.31325492,11.12950677,11.49851378,11.56972764,11.44397857,11.94229785,12.0600189,9.471260317,11.19081671,10.41855749,11.22629412,10.66876882,10.66724685,11.9903352,12.01052595,12.21051575
CD3E,10.14677729,10.01094761,11.33800849,11.84177636,9.516252094,10.69383649,11.34620591,10.93326992,11.0973457,10.633068,9.742958106,9.986133584,11.2415234,10.29920104,11.31378695,10.96293313,10.90460023,11.61729666,11.05801513,10.94138144,11.36757548,11.26825621,11.60528627,11.84121173,11.64711478,9.52027378,11.0685223,10.01193223,11.20356211,10.49733519,11.00340318,11.70627715,11.82505719,12.20952929
CD3EAP,8.018884376,8.485856569,7.036525989,6.621010638,6.845644566,6.938948987,9.215137589,6.877987488,7.159891328,7.730247067,7.479297667,7.808294712,7.342575302,7.134629274,8.039921926,6.84618381,7.326506235,7.875675883,7.211806112,8.62760419,7.827942559,6.76922389,7.587738068,7.785868693,7.444307951,7.951782289,6.697413159,7.170629981,8.088339445,7.496429261,7.332429244,7.450907402,7.925478336,7.814742771
CD3G,8.376040959,8.649250572,8.979251184,9.70103902,7.585254882,9.377522001,10.06775852,9.029088615,10.09390497,9.794819068,8.916702979,9.092597734,9.688071868,9.481979966,10.12050702,9.683479003,8.229904225,9.089422326,9.066932482,8.603701004,8.193309915,8.841014573,8.562293051,8.78183318,9.617500666,6.274603417,8.662080086,7.825133415,7.934864964,8.145206859,7.186578377,9.475710793,8.837374344,9.430511318
CD4,10.5786374,10.22106171,10.81332344,11.10818725,8.412850596,9.916630608,9.577707668,10.97952551,10.77524576,9.760409037,8.938729285,9.53594563,10.01266915,9.987072086,10.462613,10.26658833,10.76333643,11.06977732,10.8367936,10.62675729,11.07421123,10.77473387,10.95924819,11.18622343,11.90016633,9.681134699,10.42533361,10.09522258,10.6744045,10.80305204,10.37906357,11.33482198,11.75271943,11.3575798
CD40,10.685258,10.02917137,11.23684464,11.1639298,8.888031876,11.02492221,10.67856356,11.06517458,11.4579288,10.42285029,9.584333137,10.10427954,11.19938528,9.837533032,11.00889503,11.46493973,11.81918966,11.16655323,10.83828245,11.214259,11.60528761,10.89682348,11.102059,12.17972049,11.50673045,9.678438072,10.2579309,10.26332188,10.55975365,10.77792249,10.60544774,11.66103677,11.64939399,10.55222723
CD40LG,8.257396463,8.579515676,9.190040098,9.937325127,8.257369332,8.454787127,9.948857523,8.979525514,9.196285565,9.25528071,8.361940716,8.708503942,9.312562732,8.181934989,9.507700888,9.100367298,9.014819968,9.381721326,9.104537436,9.097465714,9.417098944,9.485430924,10.11961025,10.30064335,9.525406376,8.159423754,9.379841469,8.346479816,9.733783049,8.822700646,9.926610275,9.649274372,9.634831699,9.723707695
CD44,12.31071471,12.28586204,12.55161201,12.55404234,12.16226863,12.86324061,12.46781061,12.45717769,12.55346185,12.27920461,11.96814201,12.08082057,12.69307255,12.4030803,13.44996274,12.81735819,13.0252199,13.45089157,13.17942705,13.1663988,13.42701083,12.88668147,13.50468233,13.1035592,14.06770424,12.67031782,12.56239803,12.37284452,13.12186348,13.48300028,12.89721386,13.54936552,14.43304755,14.76609039
CD46,12.86521992,12.6548038,12.55198977,12.88068535,12.80346547,12.7024817,11.96202658,12.66284041,12.48786186,12.61116708,12.99631084,12.92507614,12.3193163,13.05190189,12.39192308,12.49321308,11.83569665,11.99189135,12.37917631,11.63436156,11.67873674,12.25155855,11.93069853,11.36409905,12.09677493,12.67184385,12.44127033,12.43949683,11.93945808,12.40501047,12.05545565,12.15006358,11.63639899,11.98524427
CD47,12.20270094,11.97927272,12.37648264,12.64186924,12.19510334,12.68561063,11.94990157,12.57333179,12.77352622,12.3550125,12.38192401,12.34883519,12.6562053,12.55191922,12.79821603,12.85155083,12.19219945,12.1904551,12.52428446,12.07311455,12.37702519,12.4474108,12.29784606,12.3261537,12.63184519,11.84881286,12.13714352,12.1720208,12.29636121,12.20770278,12.04350051,12.53050008,12.7153905,12.90403606
CD48,10.47388828,10.39431021,11.55293376,11.99047035,10.18859591,11.42855051,11.79584834,11.8632602,11.50739146,10.93143913,10.37815094,10.88733057,12.00899774,10.34667975,12.01554431,10.85278654,11.87998134,11.45835093,11.23854979,11.66768163,12.00136331,11.5649654,11.88113736,12.22389385,11.92850747,10.2754959,11.70285661,10.1839268,11.64377288,11.18847957,11.75567986,11.90768317,12.37493018,11.45901406
CD5,9.128113446,8.324701777,9.753484036,10.57385082,7.791705759,9.351611679,9.29837145,9.529517605,10.13063752,9.407048435,8.059242093,8.462966184,9.363636917,8.964704273,9.926617347,10.20857005,9.31524978,10.11520635,9.450515095,9.913874509,10.074875,8.809150074,9.925718568,10.5332741,10.51259269,8.381263525,9.5871379,8.625195844,9.605557339,9.331479855,9.481655253,10.69399882,10.44993185,10.27323053
CD53,12.46313154,11.89289975,12.64947172,13.36692152,11.49267384,13.13361946,13.12171939,13.07831397,13.66907395,12.61001725,12.4846883,12.88182652,13.66238022,12.58308977,13.33426893,13.64405352,12.79221008,12.67241258,12.81767485,12.76595412,13.04249499,12.55218868,13.02032377,13.46962787,12.81591422,11.42535611,12.64087326,11.58483235,12.29133939,12.41870362,12.26256002,12.99713278,13.07897634,12.72956881
CD55,7.93116823,8.450232659,7.589459636,7.114419201,7.143549432,7.161341409,9.666758856,7.346136324,7.061859245,8.034456436,7.916702979,8.056973825,8.223203212,7.370696632,8.207799099,6.996862722,7.348759042,7.773394832,7.257035366,9.104782865,7.439949883,7.563904982,7.647035251,7.879481744,6.958881123,6.973943939,6.743216849,7.701144697,6.874743972,7.049629199,7.24669937,6.898922224,7.062360142,7.673081621
CD58,10.35933463,10.04617387,10.11225332,10.22568081,10.85307052,10.05296525,9.501904844,10.2896397,9.883633227,9.870518794,9.946903217,9.833077813,10.08926744,10.07322873,9.872488792,10.00132697,9.74946425,9.583271215,10.06566194,9.498374088,9.506408159,9.652365883,9.625083424,9.327192478,9.730464915,9.816064279,10.03553848,9.728625434,9.630767902,9.901463792,9.364439639,9.799277383,9.433197838,9.559987843
CD59,12.81942078,12.88680541,12.6919121,13.07661717,14.36582169,12.79343466,12.10759879,13.11144739,12.01460049,12.32673432,12.44532238,12.74464111,12.09966132,12.86254973,12.32831191,12.19271787,13.13452842,12.75114203,13.09926929,12.95088629,12.45914345,13.34896313,13.22167322,12.9119242,13.11942489,13.33438959,12.92436911,13.67283562,13.07921106,13.35203339,13.32910189,12.92034925,12.85744812,12.74394795
CD6,8.858300507,8.774563245,9.373920886,9.806415349,7.325387755,8.679706161,9.783798277,9.118301817,9.441237612,9.231551638,8.018456478,8.472011324,9.308223797,8.549666773,9.708369413,9.428938666,9.042388228,9.985233476,9.384790913,9.833942176,10.12059573,8.977881286,9.370381236,9.960264398,10.37649257,8.079916307,9.286248669,8.400635586,9.436499081,9.177217254,9.018570579,9.996418752,10.12919165,10.06430816
CD63,14.45229399,14.52789403,14.24685465,14.42830303,15.59626705,14.83025304,13.5340521,14.68082693,13.93991016,13.85894941,14.48574063,14.33053634,14.22622487,14.84099098,14.63533417,14.0034612,14.476306,14.29951476,14.78807982,14.28165185,14.34422752,15.19309015,15.02917326,14.32173051,15.43388106,14.79785482,14.67570845,14.90186519,14.8892987,15.04673133,14.90418189,14.65516756,15.15730236,16.49538688
CD68,10.43341522,10.21045361,10.32877873,10.18362356,10.87268821,10.78201601,10.60447458,10.39945706,10.51512988,10.07768649,9.877328741,10.46296618,10.79271915,10.73156442,10.78728647,10.23155152,10.78729632,10.92620737,10.63057188,10.76094542,10.63529748,11.17618809,10.68053216,10.77879912,11.92367579,10.65941922,10.97803428,10.1828234,10.44814944,11.39508002,10.38241738,11.22634166,11.67859208,11.64343864
CD7,8.128113446,8.006866437,8.89599568,9.233718129,7.469777664,9.128426786,9.251721357,8.81030068,9.734284587,9.072353044,8.079210509,7.808294712,9.390565244,9.35013531,10.16199541,8.795675908,8.891396133,10.35048449,9.390891112,9.875888145,9.997167393,9.334423136,9.877015376,10.37886851,10.50673045,8.132091772,9.356085346,8.517280505,10.18588839,9.389235194,8.90500802,10.4182253,10.72204854,10.55843906
CD70,6.791078459,7.565709877,6.296677887,6.063793128,5.805380696,6.597912069,9.423902332,6.141021894,6.932223965,7.24346496,6.752316161,6.559474165,7.525641403,6.000328182,7.67119962,6.487390421,7.241843838,7.140537642,6.645105817,7.713073532,7.128290124,6.154514046,7.222282597,7.232790253,7.278058607,5.973943939,6.11825628,5.784976288,6.795888551,7.36759928,6.676383645,6.660135364,8.135116485,7.541291749
CD74,15.08358173,14.52740443,14.96659047,15.46780942,14.04432614,15.26683644,14.91138511,15.26039536,15.5637897,14.58390073,14.31086883,14.46947311,15.45839928,15.14926972,15.98595092,15.51210641,15.73888412,16.01522724,15.71626457,16.04162932,16.3490372,15.70435887,15.81329103,16.25329209,16.44465294,14.72299577,14.62260865,14.53018976,15.47935634,15.64466949,14.94680876,16.07532783,16.47788338,16.34297902
CD79A,13.09917794,11.78502735,12.32590989,12.95514287,10.93154942,13.10094272,12.27245573,13.28284521,13.31777299,12.00256471,11.8929256,12.50708532,13.1968937,12.22162057,13.31458012,13.55904206,13.75988087,13.80037551,13.49248824,13.50368874,14.33386676,13.32114791,13.9840135,13.97536199,13.8604951,12.26901287,13.17654148,12.04873768,12.61936314,13.28200084,13.04579373,13.74993009,15.05231735,14.23192747
CD79B,11.34647486,10.37860298,11.44561199,11.60605118,8.34892327,11.67211301,11.58399785,11.55417966,12.58493107,11.0474261,10.5345801,10.92898171,11.9510367,10.03079346,11.97116238,12.58678465,13.03654533,12.73290005,11.76385104,12.45131528,13.07138681,10.90940155,12.35045113,13.47510537,11.8685171,10.17193971,11.80795961,10.23910972,11.38017547,11.91373052,11.63010979,12.35529404,13.20155863,11.69861671
CD80,8.568290507,8.723251154,8.314599795,8.410243542,7.569313338,8.498376396,9.471208047,8.047912489,8.806693083,9.224356137,7.649222668,8.507635234,8.472343177,7.792523297,9.215973031,8.621031305,8.209782629,8.743647489,7.882969647,8.942743119,8.236666285,7.314385383,7.919719827,8.147542967,8.720369037,6.965120088,7.144096285,6.725597741,7.851536581,7.915087076,6.733527552,9.057938326,8.418698268,8.265657306
CD81,13.59851812,13.67342993,13.70869722,14.39790676,13.24189583,13.83302213,13.40219967,14.06286283,14.04601065,13.72834084,13.78962643,14.18831636,13.84738261,14.01060042,13.90687198,14.04891424,14.1184957,13.97046104,13.99900164,13.87882543,13.98238483,13.93515633,14.19449916,14.34234264,13.89602371,14.00164769,13.88548349,14.67950071,13.93601461,14.03012094,14.18169399,13.74260379,13.51442383,13.42754499
CD83,10.88911054,10.00174868,11.67796126,10.99182499,9.113633854,10.96869633,10.6760421,10.91434429,12.24921132,10.41444418,9.548971194,9.496596962,11.31364543,9.71423854,11.04068911,12.09062402,12.00200628,11.91957123,10.98730631,12.4667784,12.70491518,10.47531459,12.10866577,12.90544745,12.19373276,9.182445972,10.2872153,10.35630079,11.45522307,10.97549859,11.94298092,12.38478564,12.60472494,11.74565025
CD84,10.37604096,10.20155355,10.76134615,11.25192272,9.415082144,10.74268359,11.51324982,10.96615736,11.2033278,10.82526018,10.26720023,10.68438611,11.62971728,10.5421331,11.41547902,11.01095238,10.50388704,10.58494974,10.58607035,10.35335047,10.21635471,9.94730434,10.37477301,10.44415997,10.42702996,9.172897989,10.48299746,9.379601886,9.586941661,10.2649461,9.430731317,10.50009495,10.20296958,10.74836975
CD86,8.236637903,8.560150352,7.979251184,8.418325888,7.334848084,8.280984656,9.242662017,8.120844012,8.573611899,8.978531021,7.871615089,8.700830014,8.444937019,7.608560462,8.774429777,8.413389839,8.249749036,7.918905935,7.265913517,8.368628001,7.776641331,8.236663087,7.758783609,8.184695965,8.483040345,6.854796673,7.726210423,7.125400727,7.140334082,7.546305167,7.266195545,7.993559098,8.087022197,7.280764199
CD8A,8.769563138,9.279743995,9.134621129,9.34813804,8.791705759,10.46251094,10.80703058,8.928198934,8.41941125,9.306150228,9.079210509,9.011170135,10.17516752,8.987072086,9.886212511,9.585794125,9.593583984,10.16767377,9.033529324,9.749320099,9.341885597,10.12749383,9.450234544,10.69222187,10.54841635,8.901794153,9.908123775,9.201467385,10.2360345,9.737855553,9.892517076,10.45611006,10.15857546,10.71260999
CD8B,8.643813284,9.006866437,7.891226436,8.538136456,7.684790555,8.122867261,9.913616518,7.414040388,7.585421201,8.763721771,8.156430011,8.563711158,8.232392384,7.585290683,9.210528892,7.948364204,7.750857486,8.417957475,7.5096424,8.52225119,8.385343552,8.120298331,7.776594885,9.259154957,8.810689644,7.499034983,8.131234134,7.438110292,8.60092589,7.968329097,8.0300206,9.261831881,9.030927634,8.590619461
CD9,13.29991573,13.33481023,12.91197647,13.13694008,13.20174314,12.36815382,10.68024209,13.47293408,11.68024475,12.18567077,13.33973806,12.47566977,11.55523618,13.27099386,11.95416073,12.07235292,12.57226828,12.65013728,13.59214998,12.85470598,12.45379494,13.50130477,13.57666105,10.97624518,12.84315342,13.92707571,13.60275163,13.72881445,13.85688801,13.49461569,13.87942261,12.56582321,12.19448311,13.93778485
CD96,9.920361476,9.425985113,10.14667715,11.2308528,8.825653091,10.18420978,10.15000693,10.11575514,10.25044809,10.4218022,9.433493977,9.772135049,10.50683155,10.05428717,11.15350894,10.55373292,9.777076482,10.15868499,10.20605144,9.937288689,10.29137769,9.703335954,9.933678285,10.63744327,10.32811493,8.706504354,10.02282743,9.183926803,10.24645111,9.514440669,9.46487954,10.60124168,10.30504149,10.63243964
CD97,10.89519437,10.97431724,10.80574027,11.01798944,11.74767388,11.51651032,11.04122694,11.08679084,11.23115794,10.92996549,11.37411543,11.31875535,11.14871737,11.61503803,11.66175559,11.06668417,10.98434762,11.14850521,11.44074732,11.35897103,11.2091171,11.1108902,11.40012858,11.25842907,11.50084429,11.29587203,11.16685804,11.13627177,11.28232815,11.29443287,10.99758292,11.59276352,11.35793118,11.77328505
CD99,12.66046937,12.87831362,12.62346688,12.89577891,11.93193908,12.88146349,12.46829645,12.54781742,12.02113675,12.21198019,12.71571056,12.64843384,12.6117845,13.05481669,12.61022982,12.86692169,12.59494218,12.90536725,13.25397084,13.10478286,12.70855537,13.35939081,13.18275423,12.51059212,12.88758983,12.95429254,12.83861387,13.36118631,13.22158773,12.76669524,13.03393565,12.95015421,13.01474995,13.36357854
CDH1,12.72864587,12.56102044,12.07172843,11.42586218,13.79030962,12.96151148,10.55410106,12.61833044,11.85180037,12.45803972,13.54729215,12.85420302,11.74255057,13.45515407,11.79730839,11.91365518,11.68569818,11.45605985,12.76091017,11.85651319,11.49999727,12.64335839,12.39365102,9.223893853,12.21833297,12.95345627,12.92063639,12.4703468,12.77830537,12.89408777,12.70188678,11.93960666,11.57778811,13.39732476
CDH5,8.363329908,9.425985113,8.661250319,8.603395095,8.64351428,8.47674638,9.780672176,8.498573898,7.986671749,8.987059293,8.701690088,8.944499095,8.643990799,8.257486022,8.967536001,8.435551489,8.225902294,8.383651353,8.248102241,8.603701004,8.022161773,8.670213884,8.182754233,9.138103271,8.478255283,7.776263271,7.972035539,8.915588366,7.985491037,8.019675977,8.001223335,8.004963861,7.781807975,8.332426318
CDK1,10.68589622,9.866396824,10.10609233,9.303016572,9.471922936,10.37868876,9.003511598,10.7442361,10.67656909,9.534696258,9.835382772,9.63993119,9.555236185,9.861944698,9.202323969,10.69086798,10.28287111,10.20089155,9.60368589,10.90482064,10.23785222,9.286371007,10.68525457,10.0042256,9.893891783,10.27995004,8.582420637,8.755592481,9.821992305,9.474514484,8.898776066,9.911096938,10.06856529,9.083818983
CDKN1A,10.68398072,9.876497414,9.74821872,9.328972806,13.0020872,10.7031804,10.13417306,9.815017943,9.734284587,9.637589139,10.47176399,10.11875002,10.07017548,10.87159487,9.744605562,9.474604266,10.07278558,9.526754865,10.1423928,11.10599879,9.883556534,10.83047108,10.86665858,9.885135683,11.04876663,10.4116199,11.00296011,10.79150597,10.79791339,10.89391579,11.21695203,10.78611702,10.21280777,11.66734525
CEACAM1,11.37128743,10.50840482,10.32259259,10.19425337,13.53278746,11.60988471,9.339317,10.89293783,10.8979096,10.83788779,12.36372261,9.759261967,10.98098992,12.65015391,9.279748941,9.165462326,11.2615262,9.538929579,11.55063474,10.90272319,9.264863176,13.07895544,12.05174822,8.13494293,11.34923436,11.50703622,12.81601938,11.70537717,12.4096056,11.49914535,12.96756597,11.37493038,10.30241123,12.95083027
CEACAM6,13.07099444,10.9966127,10.49044963,9.800243382,15.52334805,12.59339659,9.668451167,11.71466908,10.68391106,11.316338,11.95806729,13.01697576,11.22031955,13.24524308,9.767031325,9.08922674,11.08829858,9.310462643,11.49932734,10.35641894,9.922429426,12.20300092,12.28273511,6.694370338,12.27702577,12.71145924,11.99469926,12.4782384,11.94723296,12.14549583,11.22195271,12.24690011,11.19660941,12.34730192
CEACAM8,6.86507904,8.019075495,4.237784198,3.104435112,4.077460242,3.913413895,8.451685488,4.725984394,3.762298963,7.587994484,6.714514128,7.056973825,5.66110482,5.549666773,7.572795916,4.247924486,3.193480817,4.296188512,4.617625081,6.462750178,4.573701272,3.613945665,3.749794826,4.109407838,3.704067224,3.52328253,4.650107444,3.531219696,3.642083215,3.029729642,4.216952026,3.016279175,3.904818865,4.865726699
CEBPB,10.21203593,10.3048933,10.26845133,10.26430645,11.43775867,10.61385361,10.66675886,10.33632574,10.06467426,9.814119624,10.44604343,10.60129434,10.86834942,10.74737493,10.32327632,10.10313905,9.901467344,9.77486622,10.19098096,11.19439077,9.74195552,10.8798803,11.09852298,10.82757372,10.45042886,9.933804548,9.864750366,10.27268668,9.684289775,10.46620985,10.10366474,10.3359513,10.31812131,10.31235054
CFB,10.16337077,9.651866521,9.512356483,9.543688849,9.028744957,10.62765941,9.467324612,9.965450329,9.531501062,9.385706403,9.015868683,9.518589691,9.60206935,10.23523321,10.1732336,9.304411678,9.357930688,9.279700389,9.546541983,9.433991185,9.490575956,9.483188973,9.30744998,9.436479236,10.82583619,10.22187145,8.650107444,9.731646786,9.740115298,10.34764467,8.562726863,10.7492945,9.819088991,9.057745472
CFD,7.869580432,10.63873909,10.15366358,10.41832589,9.779632927,9.619786569,9.313592187,10.33304067,8.3972496,10.01373763,10.42571663,10.75370957,9.338325829,10.21642337,9.152089667,8.593699323,9.712759657,10.14623325,10.34763791,10.0578015,8.720057802,11.54360757,10.72363567,8.313280171,9.451649926,10.82157426,10.11499349,11.4569453,10.64995146,10.8176322,11.01857058,8.709766132,8.37930483,10.5921341
CFI,9.340812471,9.213998313,8.758730206,8.6556093,8.002272745,9.310630117,9.196491836,9.010015881,8.529464795,9.204990812,8.749203549,8.944499095,8.730845891,9.387610015,9.277147146,8.504264239,8.588917581,8.872930506,9.239113458,9.092566915,8.980260617,8.984236781,9.145543154,9.489404989,9.321451203,9.008709357,8.019341254,9.63652385,9.18743386,9.16586633,8.974804987,9.076975106,9.09007552,8.895474043
CFP,7.948292408,8.179966684,8.023509104,8.343901047,6.53689186,8.372845514,8.520763871,8.293024987,8.765762819,7.926274784,7.278039458,7.279366246,8.286331191,7.46295514,9.094142317,8.191741651,8.019451417,8.557856082,8.165112876,8.447483422,8.333034679,7.494364049,8.370381236,8.785868693,9.427029959,7.067603046,7.144096285,6.572246964,8.303148695,8.452261677,7.123842622,9.060673294,9.557525973,9.040097606
CHIT1,8.143063787,8.482921278,6.095765193,5.81715316,5.164923083,6.012949569,9.761771971,7.388949407,6.762298963,7.796437346,7.635802152,7.704672081,7.569808986,6.166338134,8.6187322,6.470316908,5.800138389,6.57822388,6.409038459,7.485351607,6.292519519,5.324439047,6.854131485,6.184695965,7.363576679,4.660786053,5.2978057,5.474636168,6.153045134,5.532229982,5.601615877,6.166026294,5.489781366,6.423722152
CHUK,10.37524979,10.21222705,10.09680124,10.07406146,10.04612703,9.472381187,9.330792928,10.12084401,9.246734588,9.137644504,9.278039458,9.098450461,9.348926134,9.387610015,9.462612998,9.232817594,10.38689417,10.39995317,10.32445313,10.26030932,10.37352252,10.31816372,10.56997379,10.28931693,10.66248812,10.42696357,10.19648748,9.880628527,10.36181427,10.62052459,10.23931984,10.47980355,10.79309378,11.34505788
CKLF,10.66144318,10.27889809,11.09990492,11.06379313,11.97038247,11.21392989,10.47990774,11.04054666,11.14998494,10.56634188,10.5099648,10.76203017,11.22435506,11.1356308,10.92661735,10.90295823,10.75016104,10.73081674,10.61328353,10.35641894,10.54620247,10.88413479,10.76325709,10.91676276,11.13261774,10.86075577,10.69085379,10.56887224,10.84567593,10.78164558,10.79521987,10.90197555,11.10675426,10.45235802
CLEC4A,9.039005972,9.266149595,8.869567555,9.21991233,8.211886562,9.405266991,9.203512264,8.993464705,8.885226485,8.969952036,8.179737385,8.221545592,9.004646728,8.35013531,9.079284359,8.605476491,8.88633404,9.024108967,9.261481271,9.136068554,9.065554368,8.965085681,9.17605958,9.175497028,10.12421886,8.05933543,8.822701632,8.59233121,9.06834797,9.159012659,8.46487954,9.233025033,10.28652819,9.531852053
CLEC4C,6.298038447,4.587736183,6.832730787,7.735410011,2.884815164,5.463610978,6.886245546,7.058559733,6.734284587,5.723457901,5.103788532,3.957438151,5.977578485,6.197365029,5.292687997,7.008736822,6.628866961,7.669646908,7.239113458,6.607140088,7.328588774,6.220603236,7.142112248,7.825614872,5.945075324,3.52328253,3.065144944,5.116182197,5.992580462,6.145206859,4.216952026,7.492012606,6.647322643,6.578444747
CLEC5A,3.630613786,4.243781782,4.296677887,4.841400707,5.662422742,5.23534199,3.517011736,4.058559733,4.149322086,3.902428042,4.353766785,4.150083229,5.020647207,5.286632367,4.16340498,3.98489008,4.592030193,4.836756893,4.672072865,3.700249492,4.158663773,4.476442141,3.597791732,4.694370338,4.888491796,4.201354435,3.743216849,4.078707491,4.32015512,4.560244358,3.953917621,5.970475485,4.848235337,4.396241416
CLEC6A,7.026966722,7.887637972,5.380742152,5.360774866,3.984350837,5.060255283,7.826866999,5.925293203,5.309786759,7.580499947,6.251887171,6.749996071,5.66110482,5.890703691,7.555722403,4.662961985,5.377905388,4.836756893,4.672072865,7.187515319,5.198192137,4.241976887,5.382063041,4.825614872,7.039051472,3.786316935,3.650107444,4.000704979,5.227045716,3.766695236,4.631989526,5.570868026,5.904818865,4.783264539
CLEC7A,8.757470066,8.685449121,7.702670246,7.780000162,8.191202408,8.117286229,9.235829984,7.692196081,8.646821746,9.127394407,8.069260848,8.329992319,8.476216186,8.698058613,8.980388603,7.729051176,6.933721543,7.055925414,7.35181359,8.558230487,6.859103491,7.383332736,6.887298349,6.856641767,7.888491796,7.178634358,6.882768201,7.257044733,7.364549239,7.145206859,6.256480391,8.010632611,7.423547668,7.105192634
CLU,7.537504382,8.500444105,6.339322224,5.292062116,4.77789996,5.353986487,8.951639964,6.414040388,5.309786759,8.229157123,7.629044786,7.944499095,7.209308771,5.928178396,8.406578963,5.662961985,5.863332215,5.719399943,5.239113458,7.477857071,5.033132891,5.012495041,4.820184154,5.945909105,5.454088971,4.8258453,5.065144944,5.939304435,4.227045716,6.692694654,4.690883215,5.660135364,5.158575458,5.017729793
CMA1,4.002582564,8.043187951,6.881640387,7.309549542,5.53689186,6.581792404,4.838939831,7.026379328,6.271312611,7.689024404,8.857231171,7.704672081,7.062467382,6.000328182,6.7927616,6.122393604,7.356101018,6.176606896,7.376616981,6.674254284,7.236666285,8.872190469,6.967025542,7.256249226,6.332098447,5.864319447,4.202648467,6.474636168,8.05486474,7.736321587,7.841442891,6.22573254,5.932299602,7.825084715
CMKLR1,9.925774972,10.04019584,9.942840544,9.728925977,9.406135169,9.707829761,10.39455151,9.818154238,10.17429875,9.666193696,9.130349358,9.520770636,10.21395514,9.66791574,10.35199383,9.807620228,9.453438019,9.82827874,9.754813296,9.680797129,9.891113886,9.587055946,9.600294239,10.02997337,10.38801882,9.735333007,9.638034612,9.615414823,9.492582629,9.851326486,8.860808216,10.12349625,9.413832513,9.070841129
COL3A1,13.17716784,14.51677038,13.47708437,14.00856793,13.92578976,13.90341653,12.96736385,13.62651581,13.73814693,13.55324046,13.68976609,14.04546917,13.94196311,14.30399757,14.39327525,13.76318628,14.16880772,13.90107864,14.13264252,13.88804339,13.88573333,14.24636261,13.98580902,15.3831202,14.31307802,14.20861536,13.00868539,14.7938115,14.14352236,14.55541357,14.51405936,14.18220681,13.71341183,14.20471063
